SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-15-2017,Single Family Residential,,Berkeley,CA,94702,901000,3,2.0,Berkeley,2050,5000,1949,128,440,,Sold,,,http://www.redfin.com/CA/Berkeley/Undisclosed-address-94702/home/1982277,EBRD/CCAR/Bay East,40767805,N,Y,37.8489511,-122.2810469
PAST SALE,June-20-2017,Single Family Residential,2232 Mcgee Ave,Berkeley,CA,94703,1500000,4,3.5,Central Berkeley,2943,4940,1915,92,510,,Sold,,,http://www.redfin.com/CA/Berkeley/2232-McGee-Ave-94703/home/1589935,EBRD/CCAR/Bay East,40781759,N,Y,37.8668889,-122.2773644
PAST SALE,June-23-2017,Single Family Residential,805 Channing Way,Berkeley,CA,94710,1101000,3,1.0,West Berkeley,1230,4500,1901,89,895,,Sold,,,http://www.redfin.com/CA/Berkeley/805-Channing-Way-94710/home/1003365,EBRD/CCAR/Bay East,40781355,Y,Y,37.8617625,-122.2965254
PAST SALE,,Multi-Family (2-4 Unit),323 63rd St,Oakland,CA,94618,715000,4,4.0,,2904,6860,1944,,246,,,,,http://www.redfin.com/CA/Oakland/323-63rd-St-94618/home/22961854,,,N,Y,37.84999,-122.252991
PAST SALE,June-23-2017,Condo/Co-op,3154 College #4,Berkeley,CA,94705,775000,1,1.0,Elmwood,940,,1919,89,824,300,Sold,,,http://www.redfin.com/CA/Berkeley/3154-College-Ave-94705/unit-4/home/1400448,EBRD/CCAR/Bay East,40781825,N,Y,37.8519439,-122.2527655
PAST SALE,July-24-2017,Single Family Residential,2010 9Th St,Berkeley,CA,94710,1091000,3,2.5,West Berkeley,1413,,2013,58,772,62,Sold,,,http://www.redfin.com/CA/Berkeley/2010-9Th-St-94710/home/124647637,EBRD/CCAR/Bay East,40785884,Y,Y,37.8645848,-122.2965778
PAST SALE,July-6-2017,Single Family Residential,1073 Alcatraz Ave,Oakland,CA,94608,575000,2,1.0,Oakland,914,1776,1924,76,629,,Sold,,,http://www.redfin.com/CA/Oakland/1073-Alcatraz-Ave-94608/home/2013467,EBRD/CCAR/Bay East,40783659,N,Y,37.8470323,-122.2829344
PAST SALE,June-30-2017,Single Family Residential,2322 Acton St,Berkeley,CA,94702,1400000,3,3.0,Central Berkeley,1890,3605,1947,82,741,,Sold,,,http://www.redfin.com/CA/Berkeley/2322-Acton-St-94702/home/1810672,EBRD/CCAR/Bay East,40785372,Y,Y,37.8643542,-122.2835837
PAST SALE,July-7-2017,Condo/Co-op,2814 Hillegass Unit C1,Berkeley,CA,94705,720000,2,1.0,Elmwood,862,,1966,75,835,263,Sold,,,http://www.redfin.com/CA/Berkeley/2814-Hillegass-Ave-94705/unit-C1/home/1923981,EBRD/CCAR/Bay East,40781146,N,Y,37.859322,-122.256106
PAST SALE,June-30-2017,Condo/Co-op,2844 WOOLSEY St Unit B,Berkeley,CA,94705,725000,1,1.0,Claremont,780,,1911,82,929,371,Sold,,,http://www.redfin.com/CA/Berkeley/2844-Woolsey-St-94705/unit-B/home/112885368,EBRD/CCAR/Bay East,40779235,N,Y,37.853954,-122.249012
